"","klasifikasi","score","text"
"741","Netral",0,"  brrti tiap lantern dpet bansos kah januari depan jg thanks"
"742","Netral",0," nyam bansos "
"743","Netral",0," nyam bansos"
"744","Positif",1,"kemarin penyaluran bansos hingga bbm satu harga "
"745","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"746","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"747","Negatif",-1," gimana ini pak yang punya pajero dapet bansos asa teu pantes "
"748","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"749","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"750","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"751","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"752","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"753","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"754","Netral",0,"tehe yg pas lantern rite kmaren tuh kok kita dpet bansos primo yah itu yg gara jenshin menang awards kah thankss "
"755","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"756","Positif",3,"maling bansos dalam survei a sebut juara juara apanya juara malingnya  dari sini jelas lembaga survei bisa dibay "
"757","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"758","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"759","Netral",0," bansos  peluit harus dimanfaatkan "
"760","Netral",0," asik banyak bansos"
"761","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"762","Netral",0,"        mengatasnamakan agama nyegat untuk pengelo "
"763","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"764","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"765","Netral",0," anggota dprd goblok yg ngomong itu  cuma dudukduit diotaknyamakan enak  yg posting pen "
"766","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"767","Negatif",-1,"pkh bpnt blt bbm cair di atas  persen begini syarat dan cara cairkan bansos pakai ktp  "
"768","Netral",0," bismillah bansos"
"769","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"770","Netral",0," wihh congrats bismillah bansos"
"771","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"772","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"773","Negatif",-1,"  bagaman org mau percaya covid kalau ada kasus sweb bekas korupsi bansos harta jokowi da "
"774","Netral",0,"babinsa koramilkrb bersama bhabinkamtibmas melaksanakan pendampingan bansos  kodimbanjarnegara babinsa "
"775","Negatif",-1,"kapolda jatim lakukan peninjauan pelaksanaan vaksinasi dan pemberian bansos di gerai vaksin polres pelabuhan tanjun "
"776","Netral",0,"kyaknya bansos nnti dikasih pas slesai update "
"777","Netral",0,"  ngentotngerokokmalingngebegalngerampoknyopetkorupsi dana bansos ngelakuin penambangan liar pembakara"
"778","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"779","Negatif",-2," berharap boleh kan bansos minimal  fate pink kalo pelit mudah gk pelit ngasih nya  fate pink"
"780","Netral",0," semoga ada bansos"
"781","Netral",0," korupsi dana bansos di hukum mati itu janji dia nyata nya silit burik"
"782","Negatif",-2,"yuuuhuuu jatuh tempo pinjol  jangan galbay kalau belum dpt bansos  sini chat kita kasih tau galbay dengan kecerd "
"783","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"784","Netral",0,"bansos dapet furry pink   "
"785","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"786","Negatif",-1,"polsek teluknaga polres metro tangerang kota terjun langsung pengamanan penyaluran bansos dari kemensos ri "
"787","Negatif",-1,"parah ini bansos mau dibuat sebagai jaminan hutang dikira selalu cair apa ya  "
"788","Netral",0,"akhirnya dapet lampu pelangi  dari tiket bansos "
"789","Netral",0,"  hasil dari sini di paksakan untuk bertahan  mumpung berkuasa keruk semua kenukmatan negeri "
"790","Netral",0," ngentotngerokokmalingngebegalngerampoknyopetkorupsi dana bansos ngelakuin penambangan liar pemb "
"791","Positif",3,"antusias warga saat mencairkan bantuan sosial bansos program keluarga harapan pkh dan bantuan lansung tunai bl "
"792","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"793","Netral",0,"eh iya ada bansos"
"794","Netral",0,"gajian bansos "
"795","Netral",0," babu cw  garem  gmn hasil bansos shop bulanan kalian kakdek nih pny sender  "
"796","Netral",0,"babu cw  garem  gmn hasil bansos shop bulanan kalian kakdek nih pny sender  "
"797","Netral",0,"terimakasih presiden jokowi bansos blt tepat sasaran bantuanbbmuntukrakyat bltbbmtepatsasaran "
"798","Negatif",-1,"   kalau bener terjadi pengarahan spt itu ya udah menyalahi juknis di tingkat "
"799","Netral",0," nilep bansos"
"800","Positif",3,"pemkab pandeglang salurkan bansos ke  keluarga penerima manfaat "
"801","Netral",0,"  hari senin  nov  aku beli telor kg rp rb di semi grosir aa nya bilang harga telor naik efek banso"
"802","Positif",1,"kembalikantvanalog kalo opini saya lebih kepada subsidi stb harus tepat kepada yg tidak mampu masalahnya banyak y "
"803","Positif",3,"pemkab pandeglang salurkan bansos ke  keluarga penerima manfaat "
"804","Netral",0," relawan pdi hingga pdip giliran ekonomi tumbang di era pandemi hingga saat ini berbagai bansos baik semba "
"805","Negatif",-1," apanya yang di auditmasalah bansos saja gak kelarkatanya partaine wong cilik jusyru wong cilik "
"806","Negatif",-1,"  bahasabahasa yang ngarepin bansos ya gini"
"807","Netral",0,"katanya sih beras sembako bansos  kg tapi nyatanya      "
"808","Netral",0,"mas kasih meme yg dapat bansos tapi kena potongan dari desa dan beli sembako paket secara paksa dari desa   adakah"
"809","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"810","Negatif",-2,"  korupsi bansos itu makan uang ribuan bahkan jutaan orang gak ada kasus pencucian uangnya tuh"
"811","Negatif",-2,"  cuci uang bagaimana mungkin penipuan biasa menjadi pencucian uang kalo kejahatan yg beg "
"812","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"813","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"814","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"815","Netral",0,"waw dikit lgi bansos"
"816","Netral",0," bukannya banyak bancakan kak    "
"817","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"818","Positif",2," salut smagat ya pa smoga inspirasinya menular pada yg lainberat memang pertangung jawaban bansos itu kalo tidak murni"
"819","Negatif",-1,"  kg beras tuh maksudnya beras bansos kah"
"820","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"821","Negatif",-2,"gua nungguin lu kaya nungguin bansos ajgjawab kek tai"
"822","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"823","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"824","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"825","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"826","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"827","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"828","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"829","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"830","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"831","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"832","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"833","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"834","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"835","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"836","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"837","Positif",1," pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"838","Positif",1,"pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"839","Positif",1,"pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"840","Positif",1,"pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"841","Positif",1,"pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"842","Positif",1,"pemkot bandung siap salurkan bansos rp ribu untuk  keluarga "
"843","Negatif",-4," sama kak bulan lalu berhasil mulangin hiyori hiiro sama tomoya dari bansos dan masih belum kelar "
"844","Netral",0," penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sasaran bltb"
"845","Positif",1,"  jangankan bantuan tsunami yang baru aja nih bansos covid ditelan juga boss sama ex m "
"846","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"847","Netral",0," jaringan aku bansos"
"848","Negatif",-1,"anjwjahaahhaha dapet kuro di pull  tadi sebenarnya tsun udah pasrah di bansos dapet lampu pelangi dan yg pulang "
"849","Negatif",-3," makasii chii mungkin hepiele kasihan kali ya sama aku biru mulu jadi dikasih  b di beda banner bansos"
"850","Positif",1," menang apa emangnya  hepiele emang serem ini sering bagi bansos hhhh"
"851","Positif",2," kalau ada duitnya sepertinya akan lancarlancar saja dana bansos aja diembat apa lagi ini dana besar gratis lagi"
"852","Positif",1,"  kami bangga jikalau ibu puan bisa menyukseskan keluarga kami mendapapatkan bansosagar "
"853","Negatif",-1," aceh pusat kadrun kasihan parlok bisa jadi suara mereka tergerus akibat efek anis padahal jokowi lua "
"854","Negatif",-1,"sedikit want to pamer dari bansos hari ini yang kanan dari bansos autumn  hari login yang kiri dari bansos yang "
"855","Negatif",-1,"   perjuangan konggres pdip dan susahnya berjuang untuk mendapatkan bansos dari "
"856","Negatif",-1," sama ini juga abis dpt beras bansos "
"857","Netral",0,"  ibu puan kenapa ya susahnya mendapatkan bansos dari pemerintah baik sembako maupun bltr "
"858","Positif",1,"alhamdulillah turun bansos "
"859","Netral",0," ngantri bansos"
"860","Netral",0,"apa yang diharapkan dari gacha bansos tim biru knights "
"861","Positif",1,"  bansos yg digarong mengalir ke rekening siapa "
"862","Positif",1," tata cara cek penerima bansos kemensos  pakai ktp secara online  "
"863","Positif",1,"tata cara cek penerima bansos kemensos  pakai ktp secara online  "
"864","Positif",1,"tata cara cek penerima bansos kemensos  pakai ktp secara online "
"865","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"866","Netral",0,"gimana gacha bansos kalian kids"
"867","Negatif",-2,"mau cerita jadi di kampung gua lagi rame soal bansos yg rb rby duit rb dibeliin sembako sama aparat de "
"868","Positif",1,"ini baru namanya bansos  makasi hepiele lt  "
"869","Netral",0,"sebanyak   insan transportasi dapatkan bansos voucher pembelian  bbm dari pemkab  selengkapnya "
"870","Netral",0,"penyesuaian harga bbm dan pengalihan subsidi bbm menjadi bansosblt merupakan langkah tepat supaya subsidi tepat sa "
"871","Negatif",-1,"  kalau di desajustru gak beli beras sudah punya hasil sawahburuh sawah utamanya gula k "
"872","Negatif",-3,"  emang korupsi bansos bukan tragedi era jokowi papa minta saham terlupakan asabri lupa juga"
"873","Netral",0," kategori bansos pkh tahap  yang masih cair desember  mulai dari blt ibu hamil hingga blt lansia "
"874","Netral",0,"kategori bansos pkh tahap  yang masih cair desember  mulai dari blt ibu hamil hingga blt lansia "
"875","Netral",0,"kategori bansos pkh tahap  yang masih cair desember  mulai dari blt ibu hamil hingga blt lansia "
"876","Netral",0,"satlantas polres subang distribusikan bansos dengan r di wilayah terisolir gempa cianjur  "
"877","Negatif",-1,"selalu hadirka polres seram bagian timur akbp agus joko nugroho sh sik sambangi warga teluk waru dalam r "
"878","Positif",1," gak bisa nder  kalo yg kanan kayaknya sih dari bansos  event doang tower kurg tau habis update ini "
"879","Netral",0," knapa mereka militankarena doktrin agama yg mereka sisip kandan itu biasa di tempat pengajiantru "
"880","Positif",1,"perpindahan penyalur bansos dari atm bni ke pos dg menggunakan ktp memang menyisakan banyak pr setidaknya sebagian "
"881","Positif",1,"  bisa diajukan penghapusan penerima bansos lewat musdes  musyawarah desa atau ajukan sangga "
"882","Positif",1,"     cieee cieee baru ngeludah di jilat lagi bani bansos gadakerjaan "
"883","Negatif",-3,"     dasar cucu durhaka lu kakekmu kamu fitnah nih kakemu "
"884","Netral",0," enggaa anjir ngapain sembako wkwkwk ngarep bansos kali ah wkwk"
"885","Netral",0,"  daerah mana yang masih mewajibkan belanja bansos bpnt di ewarong padahal sekarang dibe "
"886","Negatif",-2,"klo kyk gini dapet bansos ga ya "
"887","Negatif",-2," karena aku always bau jd aku ga akan gacha kecuali pingiiin banget sm dr bansos "
"888","Negatif",-1," maaf bapak emilternyata kelanjutan bansos baik sembako maupun blt belum ada tindak lanjut sampai tan "
"889","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"890","Positif",1,"bhabinkamtibmas desa curug wetan polsek susukanlebak polresta cirebon bripka m rahmat  membantu prosesi pemakaman "
"891","Netral",0," peternak sumringah nataru bersamaan bansos bnpt"
"892","Netral",0," keputusan penunjukan pt  untuk penyaluran bansos khususnya bpnt untuk saat ini sangat tepa "
"893","Netral",0," belum terima bansos soalnya kak "
"894","Netral",0," iyh cape semoga di bansos ini banyak dapet b trs b oshi"
"895","Positif",1,"tepar   baru inget ini eom kesilep sama bansos   cek cek dm dulu"
"896","Netral",0,"capaian salur bansos kemensos di dki jakarta tembus  "
"897","Positif",2," dtks pula sebagai acuan segala bansos yang diberikan ke masyarakat  alur pengusulan bisa dari pemerintah des "
"898","Positif",1," bansos rp cair di kantor pos desember  login  cek penerima  h"
"899","Netral",0," infososial hanya  hari capaian salur bansos tembus angka di atas   selengkapnya  "
"900","Positif",1,"bansos rp cair di kantor pos desember  login  cek penerima "
"901","Positif",1,"bansos rp cair di kantor pos desember  login  cek penerima "
"902","Negatif",-2," tanggapan dari wagub jatim tim dinsos provinsi dan tim dinsos kota malang lsg datang tapi kelanjutan ba "
"903","Negatif",-3,"kepala dinas sosial dinsos kabupaten bima tajuddin mengakui adanya pengaduan masyarakat terkait persoalan itu "
"904","Negatif",-3," maaf bapak dan ibu admi saya sampai saat ini belum mendapat kan blt bbm dan pkh padahal saya sudah meng "
"905","Negatif",-1," semoga tahun depan makin banyak bansos dan jaminan pelanginya "
"906","Netral",0," masjid dan  musala di lobar terima bansos "
"907","Positif",1," kpm di desa neglasari terima bansospemerintah "
"908","Positif",2,"penyaluran bantuan sosial di desa sidomukti mayang dimanfaatkan pelaku  umkm desa setempat berbagai jenis usaha da "
"909","Netral",0,"     ssst tak kandani yo  kadrun iku penikmat bansos "
"910","Positif",1,"bener bener dah tagl muda atm ngantri kek ngambil bansos "
"911","Netral",0,"    berasa lagi bagi bansos anjrot"
"912","Positif",1,"  nah itu untungnya mulai  des aja ada bansos  hariannya kan"
"913","Negatif",-1,"karna bansos sudah mulai turun lagi dan semua naik lagi tpi gaji suamiku tertunda lagi semoga bulan depn tidak sam "
"914","Netral",0,"  kayaknya emang ryusei ada kecintaan tersendiri terhadap akhir tahun  tapi enaknya akhir tah "
"915","Negatif",-1,"sinergitas kasi pemerintahan kecamatan bruno babinsa dan perangkat desa dalam persiapan pelaksanaan penyaluran ban "
"916","Netral",0," ntar kan banyak bansos nder bisa ampe  wkwk"
"917","Positif",1,"   gimana dana bansos buat rakyat jelata yg dikorupsi "
"918","Positif",2,"pemerintah provinsi lampung melalui dinas sosial akan membagikan bantuan sosial bansos kepada masyarakat yang ter "
"919","Negatif",-1,"      sabar ya klo bansos belum di kirim ke kamu sabar sj pasti di"
"920","Positif",1,"   stb gratisan ada bantuan pemerintah banyak mulai dr prakerja pkh bansos pos bansos umkm"
"921","Negatif",-2,"  dalam keadaan sulit dan panik sifat dasar manusia adalah hanya perduli pada diri sendiri d "
"922","Negatif",-1,"   emang si insinyur kopok ini ga tau malu om hidupnya cuma ngandalin bansos mana "
"923","Negatif",-3," dunia itu  sisi koin saat telur harga anjlok peternak nangis  ngamuk sampai telur cuman dibuang pe "
"924","Negatif",-1,"     sabar ya klo bansos belum di kirim ke kamu sabar sj pa "
"925","Negatif",-1,"  dibandung juga ada rumah dpt bantuan bedah rumah tp luas ukuran tanahnya kedua kendaraanny "
"926","Netral",0,"     kita ini beda kelas bro kau itu penikmat bansos takd "
"927","Netral",0,"menunggu jam  demi bansos"
"928","Negatif",-1,"rabutanggal   pukul  wib sd selesai di gedung serbaguna ds bentakkec sidoharjo telah dilaksanaka "
"929","Negatif",-4," kuat  aku kan hampir ga pernah gacha klo bukan dr bansos "
"930","Netral",0," seprtinya butuh sembako at bansos itu"
"931","Netral",0,"satusatunya acara award yg aku pedulikan karena kalo genshin menang bisa dapat bansos  "
"932","Positif",1," ko pendaftaran account di aplikasi cek bansos error terus"
"933","Netral",0," hari senin  nov  aku beli telor kg rp rb di semi grosir aa nya bilang harga telor naik efek ba "
"934","Netral",0," gamungkinn beras seliter doang itu itupun beras pera yg kek beras bansos gitu"
"935","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"936","Positif",1," apa gak berkaca dari stb set top box tv digital  seolah olah dana bansos dibelikan selain untuk ber "
"937","Netral",0,"     penikmat bansos yeee "
"938","Netral",0,"tingkatkan capaian vaksinasi polres nganjuk buka gerai vaksinasi covid bersamaan dengan pembagianbansos "
"939","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"940","Negatif",-2,"     penikmat bansos ga bansos ga makan wkwkkkk"
"941","Negatif",-1,"      ciee ciee penilmat bansos takut ga makan tanpa bansos wkwkkk"
"942","Negatif",-1,"     ciee ciee penilmat bansos takut ga makan tanpa bansos wkwkkk"
"943","Negatif",-2,"     ciee ciee penikmat bansos takut ya ga makan tanpa bansos wkwkkkk"
"944","Netral",0," karung bansos "
"945","Netral",0," cherry picking  memilih amp  menunjukkan data yg mendukung pendapat kita amp  mengabaikan yg ga sesuai atau nyomot se "
"946","Negatif",-1,"astaga ini orang kalau wassap gue nanyainnya teh bansos mulu "
"947","Netral",0," iyh makanya beri ak bansos"
"948","Netral",0,"awal desember  ribu warga kota bengkulu akan digelontor bansos rp  ribu "
"949","Netral",0," tolong kpd setempat kasih mereka bansos"
"950","Negatif",-1,"hari ini rabu  november  mulai pukul  pagi sampai selesai saya melaksanakan kegiatan pengamanan penyaluran "
"951","Positif",3," di salurkan kenapa sya tidak mendapatkan padahal penerima manfaat di dtks pas sya cek tpi tdak pern "
"952","Positif",1," petugas  polsek lowokwaru memberikan  bansos serta memberikan perawatan kesehatan kepada warga penyandang  disabilitas di"
"953","Netral",0,"x daftar kjp tidak pernah lolos padhal penerima bansos dtks terdftar tapi dari mulai blt sampai sembako apapun dri "
"954","Positif",1,"alhamdulillah bansos udah mau cairrbisa buat bayar kontrakan  perantara rezekinya"
"955","Negatif",-1,"itu yg di lakukan gotbener pdahal utk bansos warganya tuh "
"956","Positif",1,"   kalo bantuan pemerintah turun harga telur jd mahal krn stok telur menipis diborong untk bansos"
"957","Positif",1,"  dana bansos ge leungit komo nu kieu lah"
"958","Negatif",-1," ya diambil lah nilainya lebih tinggi dari bansos "
"959","Positif",1," polda kaltim berbagi   kunjungi terminal peti kemas kariangau kapolda kaltim bagikan  paket bansos pada buruh termina"
"960","Positif",1,"sekjen kemensos apresiasi pos indonesia salurkan  bansos "
"961","Netral",0," wkwkwkwkkw nah iya itu bansos elit hasil gacha sulit"
"962","Netral",0,"malam ini bansos turun dong "
"963","Negatif",-1,"ya diambil lah nilainya lebih tinggi dari bansos  "
"964","Positif",3,"penyaluran bantuan dana bansos terus dipantau "
"965","Negatif",-1," kirim bansos aja boleh ga"
"966","Positif",2," miris terdaftar namun bantuan tak pernah terima bansos bpnt di sergai diduga ajang manfaat "
"967","Netral",0," takut bakal kenapanapa hepielenya karena tibatiba jadi banyak banget ngasih bansos "
"968","Netral",0," tapi jangan sampelah  ini udh nobun minimal tahun baru lah ya banyak bansos"
"969","Positif",1,"     dia kan bangga sama ortu ny yg dulu ny pkilo gak bisa b "
"970","Netral",0,"sabtu  nopember  bertempat di kantor desa bunutwetan kecamatan pakis dilaksanakan penyaluran bansos blt bbm "
"971","Positif",1,"  stb gratisan ada bantuan pemerintah banyak mulai dr prakerja pkh bansos pos bansos "
"972","Netral",0,"but anw malem ini malam bansos coy"
"973","Netral",0,"aksi bansos krisdayanti sebagai dpr ri banjir hujatan dari warganet apa saja kinerjanya "
"974","Netral",0,"      selamat malam bapakbapak  izin bertanya untuk pengambilan pkh dan "
"975","Netral",0," polsek kraton salurkan bansos dari baznas dan polresta yogyakarta ke warga di kelurahan kadipaten  "
"976","Positif",3," bhabinkamtibmas kelurahan klitren polsek gondokusuman aipda andreas triyono melakukan pendistribusian paket bantuan sosial"
"977","Negatif",-1," hshshsj sibuk ya jadwal rilis cardnya mepet semua gini semoga ada bansos akhir tahun deh sekalian gratisan sr kan tu"
"978","Netral",0," survenya sekelas   teringat bansos kohhhh "
"979","Netral",0,"kapolsek bagor iptu sigino sh tuntun warga lansia saat penerimaan bansos dan menuju ke lokasi vaksinasi desa balo "
"980","Negatif",-1," denger bansos itu bukan utk warga yg terdaftar sebagai kadrun "
"981","Positif",1,"cek nama penerima bansos rp desember  online lewat hp "
"982","Negatif",-1,"apbd dki  disepakati rp triliun alokasi bansos naik dua kali lipat jadi rp triliun  lewat "
"983","Positif",1," cek penerima blt bbm  online lewat hp untuk dapat bansos rp  "
"984","Positif",1,"cek penerima blt bbm  online lewat hp untuk dapat bansos rp  "
"985","Positif",1,"cek penerima blt bbm  online lewat hp untuk dapat bansos rp "
"986","Netral",0,"kabag logistik polres banyuasin kompol heriyanto melaksnakan giat bansos  polripresisi "
"987","Netral",0,"          "
"988","Positif",1,"ribuan penerima bansos bpnt di cimanuk pandeglang dipaksa belisembako "
"989","Positif",1,"bansos bbm terbukti mendorong ekonomi amp  konsumsi bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran "
"990","Positif",1,"anggaran bbm dialihkan ke bansos bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran cerdaspakaibbm "
"991","Positif",1,"anggaran bbm dialihkan ke bansos bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran cerdaspakaibbm "
"992","Positif",1,"anggaran bbm dialihkan ke bansos bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran cerdaspakaibbm "
"993","Negatif",-3,"tapi bohong akukatanyakorupsi dari bansos covid akan di hukum mati buktinya cuma kurang dari  tahun penj "
"994","Positif",1," ini bukan inovasi tapi copypaste wkwkkwkwkwk hidup lo bansos tulang lunak"
"995","Positif",1,"login  untuk cek penerima bansos rp "
"996","Positif",1,"anggaran bbm dialihkan ke bansos bantuanbbmuntukrakyat bltbbmtepatsasaran subsiditepatsasaran cerdaspakaibbm "
"997","Negatif",-1,"data penerima bansos desa lubuk cuik kental unsur nepotisme "
"998","Negatif",-1,"data penerima bansos desa lubuk cuik kental unsur nepotisme "
"999","Netral",0,"  yakin dgn statrment anda yg nyinyir  mending kembangkan ide anda drpd andalan bansos doang "
"1000","Netral",0,"  ngantri blt dan bansos paling duluan  giliran udah dapet malah dipake buat ongkos jihad ke monas  "
